"[Account_Value]","[Account_Name]","[Account_Description]","[Account_Type]","[Account_Sign]","[Account_Document]","[Account_Summary]","[Default_Account]","[Account_Parent]","Nivel","Operands"
"511A","Proveedores de inmovilizado a corto plazo, partes vinculadas","Proveedores de inmovilizado a corto plazo, partes vinculadas","Liability","Credit","No","Yes",,"P.C.III.5","C",
"5115","Proveedores de inmovilizado a corto plazo. otras partes vinculadas","Proveedores de inmovilizado a corto plazo. otras partes vinculadas","Liability","Credit","No","Yes",,"511A","D",
"513A","Otras deudas a corto plazo con partes vinculadas","Otras deudas a corto plazo con partes vinculadas","Liability","Credit","No","Yes",,"P.C.III.5","C",
"5135","Otras deudas a corto plazo con otras partes vinculadas","Otras deudas a corto plazo con otras partes vinculadas","Liability","Credit","No","Yes",,"513A","D",
"514A","Intereses a corto plazo de deudas con partes vinculadas","Intereses a corto plazo de deudas con partes vinculadas","Liability","Credit","No","Yes",,"P.C.III.5","C",
"5145","Intereses a corto plazo de deudas. otras partes vinculadas","Intereses a corto plazo de deudas. otras partes vinculadas","Liability","Credit","No","Yes",,"514A","D",
"521","Deudas a corto plazo","Deudas a corto plazo","Liability","Credit","No","Yes",,"P.C.III.5","C",
"5210","Deudas a corto plazo","Deudas a corto plazo","Liability","Credit","No","Yes",,"521","D",
"522","Deudas a corto plazo transformables en subvenciones.donaciones y legados","Deudas a corto plazo transformables en subvenciones.donaciones y legados","Liability","Credit","No","Yes",,"P.C.III.5","C",
"5220","Deudas a corto plazo transformables en subvenciones.donaciones y legados","Deudas a corto plazo transformables en subvenciones.donaciones y legados","Liability","Credit","No","Yes",,"522","D",
"523","Proveedores de inmovilizado a corto plazo","Proveedores de inmovilizado a corto plazo","Liability","Credit","No","Yes",,"P.C.III.5","C",
"5230","Proveedores de inmovilizado a corto plazo","Proveedores de inmovilizado a corto plazo","Liability","Credit","No","Yes",,"523","D",
"525","Efectos a pagar a corto plazo","Efectos a pagar a corto plazo","Liability","Credit","No","Yes",,"P.C.III.5","C",
"5250","Efectos a pagar a corto plazo","Efectos a pagar a corto plazo","Liability","Credit","No","Yes",,"525","D",
"526","Dividendo activo a pagar","Dividendo activo a pagar","Liability","Credit","No","Yes",,"P.C.III.5","C",
"5260","Dividendo activo a pagar","Dividendo activo a pagar","Liability","Credit","No","Yes",,"526","D",
"528","Intereses a corto plazo de deudas","Intereses a corto plazo de deudas","Liability","Credit","No","Yes",,"P.C.III.5","C",
"5280","Intereses a corto plazo de deudas","Intereses a corto plazo de deudas","Liability","Credit","No","Yes",,"528","D",
"(551)","Cuenta corriente con socios y administradores","Cuenta corriente con socios y administradores","Liability","Credit","No","Yes",,"P.C.III.5","C","551"
"(5510)","Cuenta corriente con socios y administradores","Cuenta corriente con socios y administradores","Liability","Credit","No","Yes",,"(551)","D",
"(552B)","Cuenta corriente con otras personas y entidades vinculadas","Cuenta corriente con otras personas y entidades vinculadas","Liability","Credit","No","Yes",,"P.C.III.5","C",
"(5525)","Cuenta corriente con otras partes vinculadas","Cuenta corriente con otras partes vinculadas","Liability","Credit","No","Yes",,"(552B)","D","5525"
"553B","Cuentas corrientes en fusiones y escisiones","Cuentas corrientes en fusiones y escisiones","Liability","Credit","No","Yes",,"P.C.III.5","C",
"5530","Socios de sociedad disuelta","Socios de sociedad disuelta","Liability","Credit","No","Yes",,"553B","D",
"5532","Socios de sociedad escindida","Socios de sociedad escindida","Liability","Credit","No","Yes",,"553B","D",
"555","Partidas pendientes de aplicación","Partidas pendientes de aplicación","Liability","Credit","No","Yes",,"P.C.III.5","C",
"5550","Partidas pendientes de aplicación","Partidas pendientes de aplicación","Liability","Credit","No","Yes",,"555","D",
"556A","Desembolsos exigidos sobre participaciones en el patrimonio neto","Desembolsos exigidos sobre participaciones en el patrimonio neto","Liability","Credit","No","Yes",,"P.C.III.5","C",
"5565","Desembolsos exigidos sobre participaciones.otras partes vinculadas","Desembolsos exigidos sobre participaciones.otras partes vinculadas","Liability","Credit","No","Yes",,"556A","D",
"5566","Desembolsos exigidos sobre participaciones de otras empresas","Desembolsos exigidos sobre participaciones de otras empresas","Liability","Credit","No","Yes",,"556A","D",
"560","Fianzas recibidas a corto plazo","Fianzas recibidas a corto plazo","Liability","Credit","No","Yes",,"P.C.III.5","C",
"5600","Fianzas recibidas a corto plazo","Fianzas recibidas a corto plazo","Liability","Credit","No","Yes",,"560","D",
"561","Depósitos recibidos a corto plazo","Depósitos recibidos a corto plazo","Liability","Credit","No","Yes",,"P.C.III.5","C",
"5610","Depósitos recibidos a corto plazo","Depósitos recibidos a corto plazo","Liability","Credit","No","Yes",,"561","D",
"569","Garantías financieras a corto plazo","Garantías financieras a corto plazo","Liability","Credit","No","Yes",,"P.C.III.5","C",
"5690","Garantías financieras a corto plazo","Garantías financieras a corto plazo","Liability","Credit","No","Yes",,"569","D",
"P.C.IV","IV. DEUDAS CON EMPRESAS DEL GRUPO Y ASOCIADAS A CORTO PLAZO","IV. DEUDAS CON EMPRESAS DEL GRUPO Y ASOCIADAS A CORTO PLAZO","Liability","Credit","No","Yes",,"P.C","E",
"510B","Deudas a corto plazo con entidades de crédito vinculadas","Deudas a corto plazo con entidades de crédito vinculadas","Liability","Credit","No","Yes",,"P.C.IV","C",
"5103","Deudas a corto plazo con entidades de crédito. empresas del grupo","Deudas a corto plazo con entidades de crédito. empresas del grupo","Liability","Credit","No","Yes",,"510B","D",
"5104","Deudas a corto plazo con entidades de crédito. empresas asociadas","Deudas a corto plazo con entidades de crédito. empresas asociadas","Liability","Credit","No","Yes",,"510B","D",
"511B","Proveedores de inmovilizado a corto plazo, partes vinculadas","Proveedores de inmovilizado a corto plazo, partes vinculadas","Liability","Credit","No","Yes",,"P.C.IV","C",
"5113","Proveedores de inmovilizado a corto plazo. empresas del grupo","Proveedores de inmovilizado a corto plazo. empresas del grupo","Liability","Credit","No","Yes",,"511B","D",
"5114","Proveedores de inmovilizado a corto plazo. empresas asociadas","Proveedores de inmovilizado a corto plazo. empresas asociadas","Liability","Credit","No","Yes",,"511B","D",
"512B","Acreedores por arrendamiento financiero a corto plazo, partes vinculadas.","Acreedores por arrendamiento financiero a corto plazo, partes vinculadas.","Liability","Credit","No","Yes",,"P.C.IV","C",
"5123","Acreedores por arrendamiento financiero a corto plazo. empresas del grupo","Acreedores por arrendamiento financiero a corto plazo. empresas del grupo","Liability","Credit","No","Yes",,"512B","D",
"5124","Acreedores por arrendamiento financiero a corto plazo. empresas asociadas","Acreedores por arrendamiento financiero a corto plazo. empresas asociadas","Liability","Credit","No","Yes",,"512B","D",
"513B","Otras deudas a corto plazo con partes vinculadas","Otras deudas a corto plazo con partes vinculadas","Liability","Credit","No","Yes",,"P.C.IV","C",
"5133","Otras deudas a corto plazo con empresas del grupo","Otras deudas a corto plazo con empresas del grupo","Liability","Credit","No","Yes",,"513B","D",
"5134","Otras deudas a corto plazo con empresas asociadas","Otras deudas a corto plazo con empresas asociadas","Liability","Credit","No","Yes",,"513B","D",
"514B","Intereses a corto plazo de deudas con partes vinculadas","Intereses a corto plazo de deudas con partes vinculadas","Liability","Credit","No","Yes",,"P.C.IV","C",
"5143","Intereses a corto plazo de deudas. empresas del grupo","Intereses a corto plazo de deudas. empresas del grupo","Liability","Credit","No","Yes",,"514B","D",
"5144","Intereses a corto plazo de deudas.empresas asociadas","Intereses a corto plazo de deudas.empresas asociadas","Liability","Credit","No","Yes",,"514B","D",
"(552A)","Cuenta corriente con otras personas y entidades vinculadas","Cuenta corriente con otras personas y entidades vinculadas","Liability","Credit","No","Yes",,"P.C.IV","C",
"(5523)","Cuenta corriente con empresas del grupo","Cuenta corriente con empresas del grupo","Liability","Credit","No","Yes",,"(552A)","D","5523"
"(5524)","Cuenta corriente con empresas asociadas","Cuenta corriente con empresas asociadas","Liability","Credit","No","Yes",,"(552A)","D","5524"
"556B","Desembolsos exigidos sobre participaciones en el patrimonio neto","Desembolsos exigidos sobre participaciones en el patrimonio neto","Liability","Credit","No","Yes",,"P.C.IV","C",
"5563","Desembolsos exigidos sobre participaciones.empresas del grupo","Desembolsos exigidos sobre participaciones.empresas del grupo","Liability","Credit","No","Yes",,"556B","D",
"5564","Desembolsos exigidos sobre participaciones.empresas asociadas","Desembolsos exigidos sobre participaciones.empresas asociadas","Liability","Credit","No","Yes",,"556B","D",
"P.C.V","V. ACREEDORES COMERCIALES Y OTRAS CUENTAS A PAGAR","V. ACREEDORES COMERCIALES Y OTRAS CUENTAS A PAGAR","Liability","Credit","No","Yes",,"P.C","E",
"P.C.V.1","1. PROVEEDORES","1. PROVEEDORES","Liability","Credit","No","Yes",,"P.C.V","E",
"400","Proveedores","Proveedores","Liability","Credit","No","Yes",,"P.C.V.1","C",
"4000","Proveedores (euros)","Proveedores (euros)","Liability","Credit","No","Yes",,"400","D",
"4004","Proveedores (moneda extranjera)","Proveedores (moneda extranjera)","Liability","Credit","No","Yes",,"400","D",
"4009","Proveedores. facturas pendientes de recibir o de formalizar","Proveedores. facturas pendientes de recibir o de formalizar","Liability","Credit","No","Yes",,"400","D",
"401","Proveedores. efectos comerciales a pagar","Proveedores. efectos comerciales a pagar","Liability","Credit","No","Yes",,"P.C.V.1","C",
"4010","Proveedores. efectos comerciales a pagar","Proveedores. efectos comerciales a pagar","Liability","Credit","No","Yes",,"401","D",
"405","Proveedores. otras partes vinculadas","Proveedores. otras partes vinculadas","Liability","Credit","No","Yes",,"P.C.V.1","C",
"4050","Proveedores. otras partes vinculadas","Proveedores. otras partes vinculadas","Liability","Credit","No","Yes",,"405","D",
"406","Envases y embalajes a devolver a proveedores","Envases y embalajes a devolver a proveedores","Liability","Credit","No","Yes",,"P.C.V.1","C",
"4060","Envases y embalajes a devolver a proveedores","Envases y embalajes a devolver a proveedores","Liability","Credit","No","Yes",,"406","D",
"P.C.V.2","2. PROVEEDORES. EMPRESAS DEL GRUPO Y ASOCIADAS","2. PROVEEDORES. EMPRESAS DEL GRUPO Y ASOCIADAS","Liability","Credit","No","Yes",,"P.C.V","E",
"403","Proveedores. empresas del grupo","Proveedores. empresas del grupo","Liability","Credit","No","Yes",,"P.C.V.2","C",
"4030","Proveedores. empresas del grupo (euros)","Proveedores. empresas del grupo (euros)","Liability","Credit","No","Yes",,"403","D",
"4031","Efectos comerciales a pagar. empresas del grupo","Efectos comerciales a pagar. empresas del grupo","Liability","Credit","No","Yes",,"403","D",
"4034","Proveedores. empresas del grupo (moneda extranjera)","Proveedores. empresas del grupo (moneda extranjera)","Liability","Credit","No","Yes",,"403","D",
"4036","Envases y embalajes a devolver a proveedores. empresas del grupo","Envases y embalajes a devolver a proveedores. empresas del grupo","Liability","Credit","No","Yes",,"403","D",
"4039","Proveedores. empresas del grupo.facturas pendientes de recibir o de formalizar","Proveedores. empresas del grupo.facturas pendientes de recibir o de formalizar","Liability","Credit","No","Yes",,"403","D",
"404","Proveedores. empresas asociadas","Proveedores. empresas asociadas","Liability","Credit","No","Yes",,"P.C.V.2","C",
"4040","Proveedores. empresas asociadas","Proveedores. empresas asociadas","Liability","Credit","No","Yes",,"404","D",
"P.C.V.3","3. ACREEDORES VARIOS","3. ACREEDORES VARIOS","Liability","Credit","No","Yes",,"P.C.V","E",
"410","Acreedores por prestaciones de servicios","Acreedores por prestaciones de servicios","Liability","Credit","No","Yes",,"P.C.V.3","C",
"4100","Acreedores por prestaciones de servicios (euros)","Acreedores por prestaciones de servicios (euros)","Liability","Credit","No","Yes",,"410","D",
"4104","Acreedores por prestaciones de servicios.(moneda extranjera)","Acreedores por prestaciones de servicios.(moneda extranjera)","Liability","Credit","No","Yes",,"410","D",
"4109","Acreedores por prestaciones de servicios. facturas pendientes de recibir o de formalizar","Acreedores por prestaciones de servicios. facturas pendientes de recibir o de formalizar","Liability","Credit","No","Yes",,"410","D",
"411","Acreedores. efectos comerciales a pagar","Acreedores. efectos comerciales a pagar","Liability","Credit","No","Yes",,"P.C.V.3","C",
"4110","Acreedores. efectos comerciales a pagar","Acreedores. efectos comerciales a pagar","Liability","Credit","No","Yes",,"411","D",
"419","Acreedores por operaciones en común","Acreedores por operaciones en común","Liability","Credit","No","Yes",,"P.C.V.3","C",
"4190","Acreedores por operaciones en común","Acreedores por operaciones en común","Liability","Credit","No","Yes",,"419","D",
"P.C.V.4","4. PERSONAL (REMUNERACIONES PENDIENTES DE PAGO)","4. PERSONAL (REMUNERACIONES PENDIENTES DE PAGO)","Liability","Credit","No","Yes",,"P.C.V","E",
"465","Remuneraciones pendientes de pago","Remuneraciones pendientes de pago","Liability","Credit","No","Yes",,"P.C.V.4","C",
"4650","Remuneraciones pendientes de pago","Remuneraciones pendientes de pago","Liability","Credit","No","Yes",,"465","D",
"466","Remuneraciones mediante sistemas de aportación definida pendientes de pago","Remuneraciones mediante sistemas de aportación definida pendientes de pago","Liability","Credit","No","Yes",,"P.C.V.4","C",
"4660","Remuneraciones mediante sistemas de aportación definida pendientes de pago","Remuneraciones mediante sistemas de aportación definida pendientes de pago","Liability","Credit","No","Yes",,"466","D",
"P.C.V.5","5. PASIVOS POR IMPUESTO CORRIENTE","5. PASIVOS POR IMPUESTO CORRIENTE","Liability","Credit","No","Yes",,"P.C.V","E",
"475A","Hacienda Pública, acreedora por conceptos fiscales","Hacienda Pública, acreedora por conceptos fiscales","Liability","Credit","No","Yes",,"P.C.V.5","C",
"4752","Hacienda Pública. acreedora por impuesto sobre sociedades","Hacienda Pública. acreedora por impuesto sobre sociedades","Liability","Credit","No","Yes",,"475A","D",
"P.C.V.6","6. OTRAS DEUDAS CON LAS ADMINISTRACIONES PUBLICAS","6. OTRAS DEUDAS CON LAS ADMINISTRACIONES PUBLICAS","Liability","Credit","No","Yes",,"P.C.V","E",
"475B","Hacienda Pública, acreedora por conceptos fiscales","Hacienda Pública, acreedora por conceptos fiscales","Liability","Credit","No","Yes",,"P.C.V.6","C",
"4750","Hacienda Pública. acreedora por IVA","Hacienda Pública. acreedora por IVA","Liability","Credit","No","Yes",,"475B","D",
"4751","Hacienda Pública. acreedora por reten ciones practicadas","Hacienda Pública. acreedora por reten ciones practicadas","Liability","Credit","No","Yes",,"475B","D",
